,id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
3274,3275,x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,p
3275,3276,f,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3276,3277,x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3277,3278,x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,p
3278,3279,f,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e
3279,3280,f,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,e
3280,3281,x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,p
3281,3282,x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,p
3282,3283,x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3283,3284,x,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e
3284,3285,x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,p
3285,3286,f,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e
3286,3287,x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
3287,3288,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e
3288,3289,f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
3289,3290,f,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,e
3290,3291,f,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3291,3292,f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,e
3292,3293,x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3293,3294,f,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e
3294,3295,f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,e
3295,3296,x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3296,3297,f,f,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e
3297,3298,f,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,e
3298,3299,x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p
3299,3300,f,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,e
3300,3301,x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,p
3301,3302,f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e
3302,3303,f,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,e
3303,3304,f,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,e
3304,3305,x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,p
3305,3306,f,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,e
3306,3307,x,f,w,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3307,3308,f,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,e
3308,3309,x,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,e
3309,3310,f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,e
3310,3311,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e
3311,3312,f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e
3312,3313,f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,e
3313,3314,x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p
3314,3315,f,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,e
3315,3316,f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,e
3316,3317,f,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e
3317,3318,f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,e
3318,3319,f,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,e
3319,3320,f,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,e
3320,3321,f,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e
3321,3322,f,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e
3322,3323,x,f,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3323,3324,x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,p
3324,3325,f,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,e
3325,3326,f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,e
3326,3327,x,s,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3327,3328,x,f,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3328,3329,x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,p
3329,3330,x,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,e
3330,3331,f,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e
3331,3332,x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3332,3333,f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
3333,3334,f,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,e
3334,3335,x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,p
3335,3336,f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,e
3336,3337,x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e
3337,3338,x,f,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3338,3339,f,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,e
3339,3340,x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,p
3340,3341,f,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,e
3341,3342,x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,p
3342,3343,f,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,e
3343,3344,x,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,e
3344,3345,f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e
3345,3346,f,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e
3346,3347,x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3347,3348,f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,e
3348,3349,f,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3349,3350,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,p
3350,3351,f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,e
3351,3352,x,s,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3352,3353,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,p
3353,3354,f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e
3354,3355,f,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e
3355,3356,f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e
3356,3357,f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,e
3357,3358,x,f,w,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3358,3359,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p
3359,3360,x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3360,3361,f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
3361,3362,f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,e
3362,3363,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,p
3363,3364,x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,p
3364,3365,f,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,e
3365,3366,x,f,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3366,3367,x,s,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3367,3368,f,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,e
3368,3369,f,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,e
3369,3370,f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e
3370,3371,f,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,e
3371,3372,x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3372,3373,x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,p
3373,3374,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,e
3374,3375,f,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e
3375,3376,f,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e
3376,3377,f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,e
3377,3378,f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
3378,3379,f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,e
3379,3380,f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p
3380,3381,x,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
3381,3382,x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3382,3383,x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,e
3383,3384,f,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,e
3384,3385,f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,e
3385,3386,x,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3386,3387,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,e
3387,3388,f,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,e
3388,3389,x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3389,3390,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,p
3390,3391,x,f,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3391,3392,f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,e
3392,3393,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,e
3393,3394,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3394,3395,f,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,e
3395,3396,x,f,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3396,3397,f,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e
3397,3398,x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3398,3399,x,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,e
3399,3400,x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,p
3400,3401,x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3401,3402,f,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,e
3402,3403,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,p
3403,3404,x,s,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3404,3405,f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,e
3405,3406,x,s,g,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3406,3407,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e
3407,3408,x,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e
3408,3409,f,y,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,e
3409,3410,f,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,e
3410,3411,f,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,e
3411,3412,x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3412,3413,f,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e
3413,3414,x,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e
3414,3415,f,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,e
3415,3416,f,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,e
3416,3417,f,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,e
3417,3418,x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,p
3418,3419,x,s,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3419,3420,f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,e
3420,3421,x,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e
3421,3422,x,f,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3422,3423,f,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,e
3423,3424,f,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3424,3425,f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3425,3426,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,p
3426,3427,x,s,g,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,p
3427,3428,f,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,e
3428,3429,f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e
3429,3430,f,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,e
3430,3431,f,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,e
3431,3432,f,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3432,3433,x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,p
3433,3434,f,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e
3434,3435,f,f,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e
3435,3436,x,f,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3436,3437,f,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e
3437,3438,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,p
3438,3439,f,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,e
3439,3440,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,p
3440,3441,f,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e
3441,3442,x,f,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3442,3443,f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,e
3443,3444,x,f,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3444,3445,x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3445,3446,f,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e
3446,3447,x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3447,3448,x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
3448,3449,x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,e
3449,3450,f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,e
3450,3451,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e
3451,3452,x,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,p
3452,3453,x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3453,3454,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,p
3454,3455,x,f,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3455,3456,f,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3456,3457,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
3457,3458,x,f,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3458,3459,x,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3459,3460,f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e
3460,3461,f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3461,3462,x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,e
3462,3463,f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e
3463,3464,x,f,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3464,3465,f,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e
3465,3466,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,p
3466,3467,f,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,e
3467,3468,f,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,e
3468,3469,x,f,g,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3469,3470,x,s,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3470,3471,f,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,e
3471,3472,x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,e
3472,3473,f,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,e
3473,3474,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,p
3474,3475,x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,e
3475,3476,f,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,e
3476,3477,f,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,e
3477,3478,x,f,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3478,3479,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,e
3479,3480,x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,p
3480,3481,f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,e
3481,3482,f,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,e
3482,3483,f,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,e
3483,3484,x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3484,3485,x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3485,3486,f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3486,3487,f,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,e
3487,3488,f,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,e
3488,3489,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p
3489,3490,f,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,e
3490,3491,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,p
3491,3492,f,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,e
3492,3493,x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,p
3493,3494,f,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e
3494,3495,f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e
3495,3496,f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
3496,3497,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,p
3497,3498,f,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,e
3498,3499,x,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e
3499,3500,f,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,e
3500,3501,x,f,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3501,3502,f,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
3502,3503,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,e
3503,3504,f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,e
3504,3505,x,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e
3505,3506,f,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3506,3507,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,p
3507,3508,x,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3508,3509,x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,p
3509,3510,f,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,e
3510,3511,f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e
3511,3512,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,p
3512,3513,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,e
3513,3514,f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,p
3514,3515,f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,e
3515,3516,x,s,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3516,3517,f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3517,3518,f,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3518,3519,x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,e
3519,3520,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3520,3521,f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,e
3521,3522,x,s,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3522,3523,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,p
3523,3524,f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e
3524,3525,f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,e
3525,3526,x,f,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3526,3527,f,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e
3527,3528,f,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3528,3529,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,e
3529,3530,f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e
3530,3531,x,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,e
3531,3532,x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3532,3533,f,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,e
3533,3534,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,p
3534,3535,f,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3535,3536,f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,e
3536,3537,x,s,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3537,3538,f,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e
3538,3539,f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
3539,3540,x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,p
