,spore-print-color_Certain Poisonous,cap-color_e,cap-surface_s,cap-surface_y,ring-number_Certain Poisonous,cap-color_Other,veil-color_Certain Poisonous,cap-shape_Certain Poisonous,cap-surface_Certain Poisonous,cap-shape_f,stalk-root_b,stalk-surface-above-ring_Other,cap-shape_x,cap-color_n,cap-color_g,gill-color_Other,gill-color_p,cap-color_Certain Edible,cap-shape_Certain Edible,ring-type_Certain Edible,stalk-surface-below-ring_y,label
4844,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
4845,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
4846,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
4847,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4848,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4849,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4850,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4851,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
4852,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4853,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4854,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4855,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4856,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4857,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4858,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
4859,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
4860,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
4861,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4862,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
4863,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
4864,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4865,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
4866,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4867,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4868,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
4869,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
4870,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4871,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
4872,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1
4873,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4874,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4875,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4876,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
4877,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4878,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
4879,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4880,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4881,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4882,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
4883,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
4884,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
4885,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4886,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4887,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4888,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
4889,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4890,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4891,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4892,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
4893,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4894,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4895,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4896,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4897,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4898,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,1
4899,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
4900,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4901,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4902,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
4903,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
4904,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
4905,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4906,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4907,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4908,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4909,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4910,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4911,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
4912,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4913,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4914,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4915,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
4916,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4917,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
4918,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4919,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4920,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4921,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4922,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4923,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
4924,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4925,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
4926,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
4927,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4928,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4929,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4930,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
4931,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
4932,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4933,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4934,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4935,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4936,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4937,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
4938,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
4939,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
4940,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4941,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4942,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4943,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4944,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4945,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
4946,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0
4947,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4948,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4949,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4950,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4951,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
4952,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4953,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4954,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4955,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4956,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4957,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
4958,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4959,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4960,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4961,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
4962,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4963,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4964,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
4965,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
4966,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
4967,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4968,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4969,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4970,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4971,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4972,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
4973,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
4974,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4975,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4976,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
4977,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
4978,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
4979,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4980,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4981,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4982,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4983,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
4984,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1
4985,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4986,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
4987,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
4988,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
4989,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4990,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4991,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
4992,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4993,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
4994,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4995,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
4996,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
4997,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
4998,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
4999,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
5000,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5001,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,0
5002,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
5003,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
5004,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5005,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1
5006,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5007,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5008,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5009,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5010,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
5011,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5012,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5013,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
5014,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5015,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5016,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
5017,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5018,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5019,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
5020,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5021,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5022,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5023,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,1
5024,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5025,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5026,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5027,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5028,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5029,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5030,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5031,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5032,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5033,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
5034,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
5035,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5036,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5037,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5038,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
5039,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
5040,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5041,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
5042,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5043,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5044,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5045,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5046,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5047,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5048,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,0
5049,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5050,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5051,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
5052,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5053,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
5054,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5055,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5056,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
5057,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5058,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5059,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5060,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
5061,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
5062,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5063,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
5064,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
5065,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5066,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
5067,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5068,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5069,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5070,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
5071,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
5072,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5073,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5074,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
5075,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
5076,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5077,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5078,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5079,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
5080,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
5081,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5082,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5083,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5084,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
5086,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5087,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
5088,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5089,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5090,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
5091,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5092,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5093,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5094,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
5095,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
5096,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5097,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
5098,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5099,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5100,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
5101,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5102,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
5103,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
5104,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
5105,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
5106,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
5107,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,0
5108,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5109,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
5110,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5111,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5112,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
5113,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
5114,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5115,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
5116,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
5117,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
5118,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5119,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
5120,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5121,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
5122,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
5123,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
5124,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5125,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0
5126,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,0
5127,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
5128,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
5129,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
5130,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
5131,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
5132,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
5133,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
5134,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
5135,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5136,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
