,Unnamed: 0,id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,label
3685,3685,3686,f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e,1
3686,3686,3687,x,f,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,p,p,p,w,o,Certain Poisonous,h,v,g,p,0
3687,3687,3688,x,f,w,f,Certain Poisonous,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p,0
3688,3688,3689,f,y,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,y,d,e,1
3689,3689,3690,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,1
3690,3690,3691,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,1
3691,3691,3692,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e,1
3692,3692,3693,x,f,w,f,Certain Poisonous,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3693,3693,3694,f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e,1
3694,3694,3695,x,f,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,p,Certain Poisonous,p,w,o,Certain Poisonous,h,v,g,p,0
3695,3695,3696,f,y,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
3696,3696,3697,f,y,n,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,n,v,d,e,1
3697,3697,3698,x,s,Other,f,Certain Poisonous,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p,0
3698,3698,3699,f,y,g,t,n,f,c,b,n,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
3699,3699,3700,x,s,Other,f,Certain Poisonous,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3700,3700,3701,x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,e,1
3701,3701,3702,x,y,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,Certain Poisonous,Certain Poisonous,p,w,o,Certain Poisonous,h,y,g,p,0
3702,3702,3703,f,y,e,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
3703,3703,3704,x,f,Other,f,Certain Poisonous,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p,0
3704,3704,3705,x,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,p,n,p,w,o,Certain Poisonous,h,v,p,p,0
3705,3705,3706,f,f,e,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
3706,3706,3707,f,f,e,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
3707,3707,3708,x,f,g,f,Certain Poisonous,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,p,0
3708,3708,3709,x,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,n,n,p,w,o,Certain Poisonous,h,v,g,p,0
3709,3709,3710,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,e,1
3710,3710,3711,x,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,n,Certain Poisonous,p,w,o,Certain Poisonous,h,v,d,p,0
3711,3711,3712,f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e,1
3712,3712,3713,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e,1
3713,3713,3714,f,y,y,f,Certain Poisonous,f,c,b,h,e,b,k,k,Certain Poisonous,n,p,w,o,Certain Poisonous,h,y,d,p,0
3714,3714,3715,f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,e,1
3715,3715,3716,f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,e,1
3716,3716,3717,f,y,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,y,d,e,1
3717,3717,3718,x,f,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
3718,3718,3719,f,y,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,p,Certain Poisonous,p,w,o,Certain Poisonous,h,v,d,p,0
3719,3719,3720,f,y,g,t,n,f,c,b,u,t,b,s,s,Certain Edible,w,p,w,o,p,n,v,d,e,1
3720,3720,3721,f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
3721,3721,3722,f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,e,1
3722,3722,3723,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e,1
3723,3723,3724,x,y,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,k,v,d,e,1
3724,3724,3725,x,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,Certain Poisonous,Certain Poisonous,p,w,o,Certain Poisonous,h,v,d,p,0
3725,3725,3726,x,s,w,f,Certain Poisonous,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3726,3726,3727,f,f,y,f,Certain Poisonous,f,c,b,g,e,b,k,k,n,Certain Poisonous,p,w,o,Certain Poisonous,h,v,p,p,0
3727,3727,3728,f,y,n,t,n,f,c,b,u,t,b,s,s,p,Certain Edible,p,w,o,p,n,v,d,e,1
3728,3728,3729,f,y,e,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,k,y,d,e,1
3729,3729,3730,f,f,e,t,n,f,c,b,u,t,b,s,s,p,Certain Edible,p,w,o,p,n,y,d,e,1
3730,3730,3731,f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
3731,3731,3732,f,y,e,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,n,v,d,e,1
3732,3732,3733,f,y,n,t,n,f,c,b,n,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,y,d,e,1
3733,3733,3734,f,y,e,t,n,f,c,b,n,t,b,s,s,w,Certain Edible,p,w,o,p,k,v,d,e,1
3734,3734,3735,x,y,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,n,n,p,w,o,Certain Poisonous,h,y,g,p,0
3735,3735,3736,f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
3736,3736,3737,f,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,e,1
3737,3737,3738,x,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,p,n,p,w,o,Certain Poisonous,h,v,d,p,0
3738,3738,3739,x,f,w,f,Certain Poisonous,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3739,3739,3740,x,f,g,f,Certain Poisonous,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,p,0
3740,3740,3741,x,y,n,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
3741,3741,3742,f,f,y,f,Certain Poisonous,f,c,b,h,e,b,k,k,p,p,p,w,o,Certain Poisonous,h,v,p,p,0
3742,3742,3743,x,s,g,f,Certain Poisonous,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3743,3743,3744,f,y,e,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,n,v,d,e,1
3744,3744,3745,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,e,1
3745,3745,3746,f,f,e,t,n,f,c,b,p,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
3746,3746,3747,x,f,y,f,Certain Poisonous,f,c,b,p,e,b,k,k,Certain Poisonous,n,p,w,o,Certain Poisonous,h,v,d,p,0
3747,3747,3748,f,y,n,t,n,f,c,b,u,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,v,d,e,1
3748,3748,3749,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e,1
3749,3749,3750,f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
3750,3750,3751,x,f,y,f,Certain Poisonous,f,c,b,p,e,b,k,k,p,p,p,w,o,Certain Poisonous,h,v,p,p,0
3751,3751,3752,x,f,g,f,Certain Poisonous,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3752,3752,3753,f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e,1
3753,3753,3754,x,s,g,f,Certain Poisonous,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,p,0
3754,3754,3755,x,f,w,f,Certain Poisonous,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3755,3755,3756,x,f,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,p,Certain Poisonous,p,w,o,Certain Poisonous,h,y,g,p,0
3756,3756,3757,f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,e,1
3757,3757,3758,f,f,e,t,n,f,c,b,n,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,v,d,e,1
3758,3758,3759,f,f,y,f,Certain Poisonous,f,c,b,p,e,b,k,k,Certain Poisonous,p,p,w,o,Certain Poisonous,h,y,p,p,0
3759,3759,3760,f,f,e,t,n,f,c,b,u,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
3760,3760,3761,f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e,1
3761,3761,3762,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
3762,3762,3763,f,y,e,t,n,f,c,b,n,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
3763,3763,3764,f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e,1
3764,3764,3765,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
3765,3765,3766,f,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e,1
3766,3766,3767,f,y,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,v,d,e,1
3767,3767,3768,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
3768,3768,3769,f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,e,1
3769,3769,3770,f,f,g,t,n,f,c,b,w,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
3770,3770,3771,x,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e,1
3771,3771,3772,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e,1
3772,3772,3773,f,y,n,t,n,f,c,b,p,t,b,s,s,Certain Edible,p,p,w,o,p,n,v,d,e,1
3773,3773,3774,x,f,e,t,n,f,c,b,n,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
3774,3774,3775,f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
3775,3775,3776,x,f,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,n,n,p,w,o,Certain Poisonous,h,y,p,p,0
3776,3776,3777,f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e,1
3777,3777,3778,x,y,g,t,n,f,c,b,n,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
3778,3778,3779,f,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,e,1
3779,3779,3780,f,y,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,k,y,d,e,1
3780,3780,3781,f,y,g,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,n,y,d,e,1
3781,3781,3782,x,f,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,p,n,p,w,o,Certain Poisonous,h,v,d,p,0
3782,3782,3783,f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
3783,3783,3784,f,f,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,p,Certain Poisonous,p,w,o,Certain Poisonous,h,v,d,p,0
3784,3784,3785,f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
3785,3785,3786,f,y,g,t,n,f,c,b,n,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,v,d,e,1
3786,3786,3787,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
3787,3787,3788,f,f,y,f,Certain Poisonous,f,c,b,h,e,b,k,k,p,Certain Poisonous,p,w,o,Certain Poisonous,h,v,p,p,0
3788,3788,3789,x,y,n,t,n,f,c,b,n,t,b,s,s,Certain Edible,w,p,w,o,p,n,v,d,e,1
3789,3789,3790,f,y,g,t,n,f,c,b,p,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,y,d,e,1
3790,3790,3791,f,f,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,Certain Poisonous,n,p,w,o,Certain Poisonous,h,v,d,p,0
3791,3791,3792,f,y,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,k,v,d,e,1
3792,3792,3793,x,f,g,f,Certain Poisonous,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3793,3793,3794,f,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e,1
3794,3794,3795,x,s,w,f,Certain Poisonous,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3795,3795,3796,f,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e,1
3796,3796,3797,x,s,w,f,Certain Poisonous,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3797,3797,3798,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
3798,3798,3799,f,f,g,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,n,v,d,e,1
3799,3799,3800,f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
3800,3800,3801,f,y,e,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
3801,3801,3802,x,s,g,f,Certain Poisonous,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3802,3802,3803,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
3803,3803,3804,f,y,e,t,n,f,c,b,n,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,v,d,e,1
3804,3804,3805,x,f,Other,f,Certain Poisonous,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p,0
3805,3805,3806,f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,e,1
3806,3806,3807,x,s,Other,f,Certain Poisonous,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3807,3807,3808,f,f,e,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,k,y,d,e,1
3808,3808,3809,f,f,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,Certain Poisonous,p,p,w,o,Certain Poisonous,h,y,g,p,0
3809,3809,3810,f,y,g,t,n,f,c,b,p,t,b,s,s,Certain Edible,p,p,w,o,p,n,y,d,e,1
3810,3810,3811,x,f,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,n,p,p,w,o,Certain Poisonous,h,y,g,p,0
3811,3811,3812,f,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,e,1
3812,3812,3813,f,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e,1
3813,3813,3814,f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,e,1
3814,3814,3815,x,s,Other,f,Certain Poisonous,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3815,3815,3816,x,y,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,n,p,p,w,o,Certain Poisonous,h,y,p,p,0
3816,3816,3817,f,f,e,t,n,f,c,b,p,t,b,s,s,Certain Edible,p,p,w,o,p,n,v,d,e,1
3817,3817,3818,f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,e,1
3818,3818,3819,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,e,1
3819,3819,3820,f,y,e,t,n,f,c,b,p,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
3820,3820,3821,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,e,1
3821,3821,3822,x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,e,1
3822,3822,3823,x,f,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,n,p,p,w,o,Certain Poisonous,h,y,d,p,0
3823,3823,3824,x,y,n,t,n,f,c,b,u,t,b,s,s,Certain Edible,p,p,w,o,p,n,y,d,e,1
3824,3824,3825,f,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
3825,3825,3826,f,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
3826,3826,3827,x,f,w,f,Certain Poisonous,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p,0
3827,3827,3828,f,y,e,t,n,f,c,b,p,t,b,s,s,Certain Edible,p,p,w,o,p,k,y,d,e,1
3828,3828,3829,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,e,1
3829,3829,3830,x,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,n,Certain Poisonous,p,w,o,Certain Poisonous,h,y,g,p,0
3830,3830,3831,f,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e,1
3831,3831,3832,x,s,w,f,Certain Poisonous,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p,0
3832,3832,3833,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,e,1
3833,3833,3834,x,s,w,f,Certain Poisonous,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3834,3834,3835,x,f,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,p,p,p,w,o,Certain Poisonous,h,v,d,p,0
3835,3835,3836,x,f,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,Certain Poisonous,p,p,w,o,Certain Poisonous,h,y,d,p,0
3836,3836,3837,f,y,g,t,n,f,c,b,u,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,v,d,e,1
3837,3837,3838,f,y,g,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,n,v,d,e,1
3838,3838,3839,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e,1
3839,3839,3840,f,y,e,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
3840,3840,3841,x,f,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,Certain Poisonous,n,p,w,o,Certain Poisonous,h,v,p,p,0
3841,3841,3842,f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,e,1
3842,3842,3843,f,f,e,t,n,f,c,b,n,t,b,s,s,Certain Edible,p,p,w,o,p,k,y,d,e,1
3843,3843,3844,x,y,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,n,n,p,w,o,Certain Poisonous,h,v,g,p,0
3844,3844,3845,f,f,e,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
3845,3845,3846,x,f,g,f,Certain Poisonous,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p,0
3846,3846,3847,f,y,g,t,n,f,c,b,u,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
3847,3847,3848,f,y,e,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,y,d,e,1
3848,3848,3849,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e,1
3849,3849,3850,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
3850,3850,3851,x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,e,1
3851,3851,3852,f,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
3852,3852,3853,x,s,Other,f,Certain Poisonous,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3853,3853,3854,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e,1
3854,3854,3855,x,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,Certain Poisonous,n,p,w,o,Certain Poisonous,h,y,g,p,0
3855,3855,3856,f,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e,1
3856,3856,3857,f,y,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,n,v,d,e,1
3857,3857,3858,f,f,e,t,n,f,c,b,n,t,b,s,s,p,Certain Edible,p,w,o,p,n,v,d,e,1
3858,3858,3859,x,s,w,f,Certain Poisonous,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3859,3859,3860,x,f,w,f,Certain Poisonous,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3860,3860,3861,x,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,1
3861,3861,3862,f,f,e,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,k,v,d,e,1
3862,3862,3863,f,y,e,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
3863,3863,3864,x,y,g,t,n,f,c,b,u,t,b,s,s,Certain Edible,p,p,w,o,p,n,y,d,e,1
3864,3864,3865,x,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,n,p,p,w,o,Certain Poisonous,h,v,d,p,0
3865,3865,3866,x,f,w,f,Certain Poisonous,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p,0
3866,3866,3867,f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e,1
3867,3867,3868,f,f,e,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,v,d,e,1
3868,3868,3869,x,f,w,f,Certain Poisonous,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p,0
3869,3869,3870,x,s,g,f,Certain Poisonous,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3870,3870,3871,x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,e,1
3871,3871,3872,x,f,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,Certain Poisonous,p,p,w,o,Certain Poisonous,h,v,d,p,0
3872,3872,3873,x,f,g,f,Certain Poisonous,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3873,3873,3874,x,f,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,n,p,p,w,o,Certain Poisonous,h,v,d,p,0
3874,3874,3875,x,s,g,f,Certain Poisonous,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3875,3875,3876,x,f,g,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,k,v,d,e,1
3876,3876,3877,x,f,Other,f,Certain Poisonous,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3877,3877,3878,f,f,e,t,n,f,c,b,n,t,b,s,s,Certain Edible,p,p,w,o,p,n,v,d,e,1
3878,3878,3879,x,s,Other,f,Certain Poisonous,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p,0
3879,3879,3880,x,f,g,f,Certain Poisonous,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3880,3880,3881,f,y,e,t,n,f,c,b,p,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,y,d,e,1
3881,3881,3882,x,f,g,f,Certain Poisonous,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p,0
3882,3882,3883,x,s,g,f,Certain Poisonous,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p,0
3883,3883,3884,f,y,g,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
3884,3884,3885,f,y,n,t,n,f,c,b,u,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
3885,3885,3886,x,f,g,f,Certain Poisonous,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,p,0
3886,3886,3887,f,f,e,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,k,v,d,e,1
3887,3887,3888,x,s,w,f,Certain Poisonous,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p,0
3888,3888,3889,f,y,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,v,d,e,1
3889,3889,3890,x,f,g,f,Certain Poisonous,f,c,b,h,e,b,k,k,n,Certain Poisonous,p,w,o,Certain Poisonous,h,v,d,p,0
3890,3890,3891,f,y,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,Certain Poisonous,Certain Poisonous,p,w,o,Certain Poisonous,h,y,g,p,0
3891,3891,3892,f,y,g,t,n,f,c,b,n,t,b,s,s,p,Certain Edible,p,w,o,p,k,v,d,e,1
3892,3892,3893,x,f,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,n,Certain Poisonous,p,w,o,Certain Poisonous,h,v,g,p,0
3893,3893,3894,f,y,g,t,n,f,c,b,p,t,b,s,s,Certain Edible,w,p,w,o,p,n,v,d,e,1
3894,3894,3895,x,f,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,n,n,p,w,o,Certain Poisonous,h,y,g,p,0
3895,3895,3896,f,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,n,p,p,w,o,Certain Poisonous,h,y,p,p,0
3896,3896,3897,f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,e,1
3897,3897,3898,f,f,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,v,d,e,1
3898,3898,3899,x,f,w,f,Certain Poisonous,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,p,0
3899,3899,3900,f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,e,1
3900,3900,3901,x,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,Certain Poisonous,p,p,w,o,Certain Poisonous,h,y,p,p,0
